,Unnamed: 0,NEWSUID,SCID,PROP,CLAF,PRID,Drain,DrainNum,Layer,TopDep,BotDep,CFRAG,CFRAG_std,SDTO,SDTO_std,STPC,STPC_std,CLPC,CLPC_std,PSCL,BULK,BULK_std,TAWC,TAWC_std,ORGC,ORGC_std,TOTN,TOTN_std,CNrt,CNrt_std,CECS,CECS_std,CECc,CECc_std,ECEC,ECEC_std,TEB,TEB_std,BSAT,BSAT_std,ALSA,ALSA_std,ESP,ESP_std,PHAQ,PHAQ_std,TCEQ,TCEQ_std,GYPS,GYPS_std,ELCO,ELCO_std,clay,STPCw,SDTOw,clayw,ORGCw,theta1500t,theta1500,SMW,theta33t,theta33,SMFCF,SAR,log10-k,K0,SOPE,KSUB,center,code_soil,lat,long,indi
203,35013,WD40004683,1,100,"""CHl""","""CHl/D""","""W""",5,"""D1""",0,20,6,5.0,26.0,18.0,48.0,15.0,26,10.0,"""M""",1.36000001,0.159999996,19,5.0,27.9099998,12.2200003,2.6099999,1.14999998,11.0,1.0,24,8.0,59,15.0,23.0,8.0,23.0,8.0,92,9.0,0,0.0,1.0,1.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,26.0,0.48,0.26,0.26,0.027909999799999998,0.156086207199216,0.15793827620710624,0.15793827620710624,0.315149821398892,0.3097105911330141,0.3097105911330141,1.5390515322718714,-0.3879523726500365,0.4093055441812846,79.296768,53.34509847272727,"[-110.28750027885, 46.92083292170311]",4683,-110.28750027885,46.92083292170311,654.3676018566277
204,35026,WD40004684,1,100,"""CHl""","""CHl/D""","""W""",5,"""D1""",0,20,6,5.0,26.0,18.0,48.0,15.0,26,10.0,"""M""",1.36000001,0.159999996,19,5.0,27.9099998,12.2200003,2.6099999,1.14999998,11.0,1.0,24,8.0,59,15.0,23.0,8.0,23.0,8.0,92,9.0,0,0.0,1.0,1.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,26.0,0.48,0.26,0.26,0.027909999799999998,0.156086207199216,0.15793827620710624,0.15793827620710624,0.315149821398892,0.3097105911330141,0.3097105911330141,1.5390515322718714,-0.3879523726500365,0.4093055441812846,79.296768,53.34509847272727,"[-113.19583360055, 48.51249958200311]",4684,-113.19583360055,48.51249958200311,-29.931217245445396
205,32702,WD40004685,2,30,"""CHh""","""CHh/D""","""W""",5,"""D1""",0,20,15,12.0,33.0,21.0,44.0,16.0,23,10.0,"""M""",1.28999996,0.189999998,14,4.0,32.2799988,15.8999996,2.63000011,1.12,12.0,2.0,26,9.0,65,16.0,26.0,10.0,26.0,10.0,93,8.0,0,0.0,1.0,0.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,23.0,0.44,0.33,0.23,0.0322799988,0.14040162479440801,0.1400578522656251,0.1400578522656251,0.295545335591876,0.2820776393160314,0.2820776393160314,1.5390515322718714,-0.2516107591736094,0.5602595148015208,95.000064,63.90913396363635,"[-96.11250033555, 46.15416625810311]",4685,-96.11250033555,46.15416625810311,3727.1655016300992
206,35017,WD40004685,1,60,"""CHl""","""CHl/D""","""W""",5,"""D1""",0,20,6,5.0,26.0,18.0,48.0,15.0,26,10.0,"""M""",1.36000001,0.159999996,19,5.0,27.9099998,12.2200003,2.6099999,1.14999998,11.0,1.0,24,8.0,59,15.0,23.0,8.0,23.0,8.0,92,9.0,0,0.0,1.0,1.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,26.0,0.48,0.26,0.26,0.027909999799999998,0.156086207199216,0.15793827620710624,0.15793827620710624,0.315149821398892,0.3097105911330141,0.3097105911330141,1.5390515322718714,-0.3879523726500365,0.4093055441812846,79.296768,53.34509847272727,"[-96.11250033555, 46.15416625810311]",4685,-96.11250033555,46.15416625810311,3575.107563970987
207,117901,WD40004685,3,10,"""GLk""","""GLk/D""","""P""",2,"""D1""",0,20,8,6.0,51.0,32.0,31.0,21.0,18,13.0,"""M""",1.35000002,0.280000001,22,6.0,22.239999800000003,18.979999499999998,2.17000008,1.49000001,10.0,1.0,16,9.0,58,47.0,31.0,13.0,31.0,12.0,98,6.0,0,0.0,3.0,2.0,7.0999999,0.600000024,205.0,195.0,1.0,0.0,1,0.699999988,18.0,0.31,0.51,0.18,0.0222399998,0.112800510398758,0.1085925818545841,0.1085925818545841,0.24778820799816,0.21889033010427936,0.21889033010427936,2.9686528044731784,-0.028205065233214994,0.937119413257862,134.685024,90.60628887272726,"[-96.11250033555, 46.15416625810311]",4685,-96.11250033555,46.15416625810311,3554.72844107628
208,32722,WD40004686,2,30,"""CHh""","""CHh/D""","""W""",5,"""D1""",0,20,15,12.0,33.0,21.0,44.0,16.0,23,10.0,"""M""",1.28999996,0.189999998,14,4.0,32.2799988,15.8999996,2.63000011,1.12,12.0,2.0,26,9.0,65,16.0,26.0,10.0,26.0,10.0,93,8.0,0,0.0,1.0,0.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,23.0,0.44,0.33,0.23,0.0322799988,0.14040162479440801,0.1400578522656251,0.1400578522656251,0.295545335591876,0.2820776393160314,0.2820776393160314,1.5390515322718714,-0.2516107591736094,0.5602595148015208,95.000064,63.90913396363635,"[-109.95416694685, 42.74583293840311]",4686,-109.95416694685,42.74583293840311,0.0
209,34999,WD40004686,1,70,"""CHl""","""CHl/D""","""W""",5,"""D1""",0,20,6,5.0,26.0,18.0,48.0,15.0,26,10.0,"""M""",1.36000001,0.159999996,19,5.0,27.9099998,12.2200003,2.6099999,1.14999998,11.0,1.0,24,8.0,59,15.0,23.0,8.0,23.0,8.0,92,9.0,0,0.0,1.0,1.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,26.0,0.48,0.26,0.26,0.027909999799999998,0.156086207199216,0.15793827620710624,0.15793827620710624,0.315149821398892,0.3097105911330141,0.3097105911330141,1.5390515322718714,-0.3879523726500365,0.4093055441812846,79.296768,53.34509847272727,"[-109.95416694685, 42.74583293840311]",4686,-109.95416694685,42.74583293840311,0.0
210,140169,WD10012876,2,40,"""LPe""","""LPe/A""","""S""",6,"""D1""",0,20,22,14.0,45.0,21.0,29.0,12.0,26,16.0,"""M""",1.28999996,0.0799999982,16,5.0,16.3400002,8.44999981,1.30999994,0.579999983,12.0,3.0,14,5.0,40,22.0,20.0,16.0,19.0,14.0,85,16.0,0,0.0,2.0,1.0,6.5,1.0,0.0,0.0,3.0,6.0,1,1.0,26.0,0.29,0.45,0.26,0.0163400002,0.15485557580097406,0.1565353564131104,0.1565353564131104,0.28974315120133604,0.27408846582818325,0.27408846582818325,2.2465582843306815,-0.38225332433707737,0.4147120701700324,119.835168,80.61638574545455,"[-77.62916707615, 24.59583301100311]",12876,-77.62916707615,24.59583301100311,815.599267565465
211,252704,WD10012876,1,60,"""RGc""","""RGc/A""","""S""",6,"""D1""",0,20,10,9.0,51.0,15.0,23.0,11.0,26,14.0,"""M""",1.42999995,0.180000007,20,9.0,3.24000001,2.51999998,2.30999994,2.75999999,8.0,3.0,21,7.0,72,42.0,37.0,16.0,37.0,16.0,99,2.0,0,0.0,3.0,3.0,7.9000001,0.300000012,95.0,64.0,29.0,42.0,1,0.699999988,26.0,0.23,0.51,0.26,0.00324000001,0.1544135508000517,0.15603144791205895,0.15603144791205895,0.2816480096000704,0.2630864004925312,0.2630864004925312,2.9686528044731784,-0.38617566994887415,0.41098344672664094,132.636768,89.22837119999998,"[-77.62916707615, 24.59583301100311]",12876,-77.62916707615,24.59583301100311,602.6730223248699
212,32762,WD40004688,3,10,"""CHh""","""CHh/D""","""W""",5,"""D1""",0,20,15,12.0,33.0,21.0,44.0,16.0,23,10.0,"""M""",1.28999996,0.189999998,14,4.0,32.2799988,15.8999996,2.63000011,1.12,12.0,2.0,26,9.0,65,16.0,26.0,10.0,26.0,10.0,93,8.0,0,0.0,1.0,0.0,6.5999999,0.699999988,0.0,0.0,8.0,7.0,1,0.600000024,23.0,0.44,0.33,0.23,0.0322799988,0.14040162479440801,0.1400578522656251,0.1400578522656251,0.295545335591876,0.2820776393160314,0.2820776393160314,1.5390515322718714,-0.2516107591736094,0.5602595148015208,95.000064,63.90913396363635,"[-98.23750032705, 45.52916626060311]",4688,-98.23750032705,45.52916626060311,3631.214397029564
